feature,importance
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",1.3177967902151734e-06
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_LOCKED', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",9.027866077160958e-07
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",9.003753920175126e-07
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",8.30354117432302e-07
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_ISOLATION', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",6.785115117489564e-07
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_PURGEABLE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_NO_DEFER_SPEC_EXC']",5.987528030136742e-07
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",3.561811916181708e-07
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",2.400925069426189e-07
"categorical__rdata_Characteristics_['IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_MEM_READ']",1.612009191310025e-07
"categorical__text_Characteristics_['IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",1.0458309661145307e-07
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",8.315795827732666e-08
categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA'],7.088038946272892e-08
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",5.7859850828620286e-08
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_NOT_PAGED', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",3.511494855013493e-08
categorical__Subsystem_IMAGE_SUBSYSTEM_NATIVE,2.8858326285365315e-08
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE', 'IMAGE_LIBRARY_PROCESS_TERM']",2.4306397505843113e-08
"categorical__text_Characteristics_['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_SHARED', 'IMAGE_SCN_MEM_WRITE']",1.982022538127158e-08
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_APPCONTAINER', 'IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1.8958105658569123e-08
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",1.8861754417683227e-08
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_FORCE_INTEGRITY', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",1.2534812492395533e-08
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_NO_DEFER_SPEC_EXC', 'IMAGE_SCN_TYPE_DSECT', 'IMAGE_SCN_TYPE_NO_PAD']",1.2465456231791852e-08
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NO_BIND', 'IMAGE_DLLCHARACTERISTICS_NO_SEH', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",7.233084184143292e-09
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_LNK_OTHER', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_TYPE_OVER']",6.56186638318316e-09
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_NO_DEFER_SPEC_EXC', 'IMAGE_SCN_TYPE_COPY', 'IMAGE_SCN_TYPE_DSECT', 'IMAGE_SCN_TYPE_NOLOAD', 'IMAGE_SCN_TYPE_NO_PAD', 'IMAGE_SCN_TYPE_OVER']",6.40394806111855e-10
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_NOT_PAGED', 'IMAGE_SCN_MEM_READ']",3.833630962680323e-10
categorical__MachineType_Unknown (0),0.0
categorical__file_extension_exe,0.0
numeric__network_threats,0.0
numeric__LoaderFlags,0.0
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_NO_BIND', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_APPCONTAINER', 'IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
categorical__Subsystem_IMAGE_SUBSYSTEM_UNKNOWN,0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_APPCONTAINER', 'IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_FORCE_INTEGRITY', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_FORCE_INTEGRITY', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_FORCE_INTEGRITY', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_FORCE_INTEGRITY', 'IMAGE_DLLCHARACTERISTICS_GUARD_CF', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_HIGH_ENTROPY_VA', 'IMAGE_DLLCHARACTERISTICS_NO_ISOLATION', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__DllCharacteristics_['IMAGE_DLLCHARACTERISTICS_DYNAMIC_BASE', 'IMAGE_DLLCHARACTERISTICS_NO_BIND', 'IMAGE_DLLCHARACTERISTICS_NX_COMPAT', 'IMAGE_DLLCHARACTERISTICS_TERMINAL_SERVER_AWARE']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_LOCKED', 'IMAGE_SCN_MEM_PRELOAD', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_NO_DEFER_SPEC_EXC', 'IMAGE_SCN_TYPE_OVER']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_PURGEABLE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__text_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_LNK_OTHER', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_LOCKED', 'IMAGE_SCN_MEM_PURGEABLE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_128BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_LOCKED', 'IMAGE_SCN_MEM_PRELOAD', 'IMAGE_SCN_MEM_PURGEABLE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_ALIGN_1024BYTES', 'IMAGE_SCN_ALIGN_16BYTES', 'IMAGE_SCN_ALIGN_1BYTES', 'IMAGE_SCN_ALIGN_2048BYTES', 'IMAGE_SCN_ALIGN_256BYTES', 'IMAGE_SCN_ALIGN_2BYTES', 'IMAGE_SCN_ALIGN_32BYTES', 'IMAGE_SCN_ALIGN_4096BYTES', 'IMAGE_SCN_ALIGN_4BYTES', 'IMAGE_SCN_ALIGN_512BYTES', 'IMAGE_SCN_ALIGN_64BYTES', 'IMAGE_SCN_ALIGN_8192BYTES', 'IMAGE_SCN_ALIGN_8BYTES', 'IMAGE_SCN_ALIGN_MASK', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_INFO', 'IMAGE_SCN_LNK_OTHER', 'IMAGE_SCN_LNK_REMOVE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_TYPE_OVER']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_LNK_OTHER', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_TYPE_COPY', 'IMAGE_SCN_TYPE_OVER']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_GPREL', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_CODE', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_TYPE_DSECT']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_INITIALIZED_DATA', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_SHARED', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_CNT_UNINITIALIZED_DATA', 'IMAGE_SCN_MEM_READ', 'IMAGE_SCN_MEM_WRITE']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_LNK_COMDAT', 'IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0.0
"categorical__rdata_Characteristics_['IMAGE_SCN_MEM_EXECUTE', 'IMAGE_SCN_MEM_READ']",0.0
